slug	compliment	tweet_link	date
jobs-numbers	looking very good!	https://twitter.com/realDonaldTrump/status/885274148012011520	2017-07-12T00:00:00Z
jobs-numbers	starting to look very good!	https://twitter.com/realDonaldTrump/status/886261674029854721	2017-07-15T00:00:00Z
jobs-numbers	Excellent	https://twitter.com/realDonaldTrump/status/893452922427715584	2017-08-04T00:00:00Z
jobs-numbers	looking great!	https://twitter.com/realDonaldTrump/status/898167282727366656	2017-08-17T00:00:00Z
jobs-numbers	GREAT	https://twitter.com/realDonaldTrump/status/924249943719727104	2017-10-28T00:00:00Z
jobs-numbers	Best consecutive Q's in years!	https://twitter.com/realDonaldTrump/status/924249943719727104	2017-10-28T00:00:00Z
jobs-numbers	great and record setting	https://twitter.com/realDonaldTrump/status/953270558573154305	2018-01-16T00:00:00Z
jobs-numbers	Great	https://twitter.com/realDonaldTrump/status/959946200488271872	2018-02-04T00:00:00Z
bob-dole	very kind	https://twitter.com/realDonaldTrump/status/883845492790235136	2017-07-09T00:00:00Z
bob-dole	our friend, and true AMERICAN HERO	https://twitter.com/realDonaldTrump/status/953768657221451776	2018-01-17T00:00:00Z
g-20	a wonderful success and carried out beautifully	https://twitter.com/realDonaldTrump/status/883752778379792386	2017-07-08T00:00:00Z
shawn-steel	nice words on @FoxNews	https://twitter.com/realDonaldTrump/status/881976958556549120	2017-07-03T00:00:00Z
justin-trudeau	my new found friend	https://twitter.com/realDonaldTrump/status/881131368520056832	2017-07-01T00:00:00Z
canada	great people	https://twitter.com/realDonaldTrump/status/881131368520056832	2017-07-01T00:00:00Z
white-house-picnic	A wonderful evening & tradition	https://twitter.com/realDonaldTrump/status/878078560715538432	2017-06-23T00:00:00Z
xi-jinping	I greatly appreciate the efforts of President Xi & China to help with North Korea	https://twitter.com/realDonaldTrump/status/877234140483121152	2017-06-20T00:00:00Z
xi-jinping	such an incredible welcome ceremony	https://twitter.com/realDonaldTrump/status/928519663780208640	2017-11-09T00:00:00Z
xi-jinping	truly memorable and impressive	https://twitter.com/realDonaldTrump/status/928519663780208640	2017-11-09T00:00:00Z
ralph-norman	will be a fantastic help to me in cutting taxes	https://twitter.com/realDonaldTrump/status/876899176562524160	2017-06-19T00:00:00Z
ralph-norman	ran a fantastic race	https://twitter.com/realDonaldTrump/status/877363446530007040	2017-06-21T00:00:00Z
ralph-norman	We are all honored by your success tonight!	https://twitter.com/realDonaldTrump/status/877363446530007040	2017-06-21T00:00:00Z
camp-david	a very special place	https://twitter.com/realDonaldTrump/status/876558049565188096	2017-06-18T00:00:00Z
camp-david	An honor to have spent the weekend there	https://twitter.com/realDonaldTrump/status/876558049565188096	2017-06-18T00:00:00Z
camp-david	A very special place	https://twitter.com/realDonaldTrump/status/942503059103604736	2017-12-17T00:00:00Z
steve-scalise	one of the truly great people	https://twitter.com/realDonaldTrump/status/875166406417010688	2017-06-15T00:00:00Z
steve-scalise	a real fighter	https://twitter.com/realDonaldTrump/status/875166406417010688	2017-06-15T00:00:00Z
steve-scalise	great House Republican	https://twitter.com/realDonaldTrump/status/943213901625294849	2017-12-19T00:00:00Z
wisconsin	great people!	https://twitter.com/realDonaldTrump/status/874822136782880768	2017-06-14T00:00:00Z
benjamin-netanyahu	wonderful and unforgettable visit	https://twitter.com/realDonaldTrump/status/867043258932875264	2017-05-23T00:00:00Z
benjamin-netanyahu	my good friend	https://twitter.com/realDonaldTrump/status/909922763774861314	2017-09-18T00:00:00Z
john-daly	big win yesterday	https://twitter.com/realDonaldTrump/status/861544307043467264	2017-05-08T00:00:00Z
john-daly	a great guy who never gave up	https://twitter.com/realDonaldTrump/status/861544307043467264	2017-05-08T00:00:00Z
john-daly	now a winner again!	https://twitter.com/realDonaldTrump/status/861544307043467264	2017-05-08T00:00:00Z
air-force-falcons	great	https://twitter.com/realDonaldTrump/status/859514893418082310	2017-05-02T00:00:00Z
pennsylvania	Great State	https://twitter.com/realDonaldTrump/status/858653541094879232	2017-04-30T00:00:00Z
karen-handel	Great job	https://twitter.com/realDonaldTrump/status/854676780527079425	2017-04-19T00:00:00Z
karen-handel	a hard worker who will never give up!	https://twitter.com/realDonaldTrump/status/877104262463008771	2017-06-20T00:00:00Z
karen-handel	looking great	https://twitter.com/realDonaldTrump/status/877350761742688256	2017-06-21T00:00:00Z
karen-handel	Fantastic job	https://twitter.com/realDonaldTrump/status/877355739383287808	2017-06-21T00:00:00Z
karen-handel	we are all very proud of you!	https://twitter.com/realDonaldTrump/status/877355739383287808	2017-06-21T00:00:00Z
reasons-to-vote-for-democrats	A great book for your reading enjoyment	https://twitter.com/realDonaldTrump/status/853944453538750464	2017-04-17T00:00:00Z
kansas	Great State	https://twitter.com/realDonaldTrump/status/851781714028494849	2017-04-11T00:00:00Z
ron-estes	A wonderful guy	https://twitter.com/realDonaldTrump/status/851781714028494849	2017-04-11T00:00:00Z
ron-estes	Great win in Kansas last night	https://twitter.com/realDonaldTrump/status/852138509355933697	2017-04-12T00:00:00Z
condi-rice	a wonderful woman	https://twitter.com/realDonaldTrump/status/847863243200753666	2017-03-31T00:00:00Z
ken--buck	Great op-ed	https://twitter.com/realDonaldTrump/status/847558426557337600	2017-03-30T00:00:00Z
theresa-may	She is strong and doing very well	https://twitter.com/realDonaldTrump/status/844723847094026242	2017-03-23T00:00:00Z
farmers-ranchers	great	https://twitter.com/realDonaldTrump/status/844250273740738562	2017-03-21T00:00:00Z
farmers-ranchers	Their hard work & dedication are ingrained in our nation's fabric	https://twitter.com/realDonaldTrump/status/844250273740738562	2017-03-21T00:00:00Z
rand-paul	my friend	https://twitter.com/realDonaldTrump/status/839268048313929729	2017-03-08T00:00:00Z
rand-paul	a friend of mine	https://twitter.com/realDonaldTrump/status/910476107287269376	2017-09-20T00:00:00Z
rand-paul	looking well	https://twitter.com/realDonaldTrump/status/930301344342265857	2017-11-14T00:00:00Z
rand-paul	He will help us with TAX CUTS and REFORM!	https://twitter.com/realDonaldTrump/status/930301344342265857	2017-11-14T00:00:00Z
health-care-bill	Our wonderful new Healthcare Bill	https://twitter.com/realDonaldTrump/status/839086723552411648	2017-03-07T00:00:00Z
health-care-bill	coming along great	https://twitter.com/realDonaldTrump/status/839883804315684864	2017-03-09T00:00:00Z
health-care-bill	it will end in a beautiful picture!	https://twitter.com/realDonaldTrump/status/839883804315684864	2017-03-09T00:00:00Z
health-care-bill	Great progress	https://twitter.com/realDonaldTrump/status/842494190990901248	2017-03-16T00:00:00Z
health-care-bill	a great plan!	https://twitter.com/realDonaldTrump/status/845247455868391425	2017-03-24T00:00:00Z
health-care-bill	a great healthcare plan	https://twitter.com/realDonaldTrump/status/845645916732358656	2017-03-25T00:00:00Z
health-care-bill	a great plan	https://twitter.com/realDonaldTrump/status/860326946147840001	2017-05-05T00:00:00Z
health-care-bill	will soon be great	https://twitter.com/realDonaldTrump/status/860573284462669824	2017-05-05T00:00:00Z
health-care-bill	I am very supportive of the Senate #HealthcareBill	https://twitter.com/realDonaldTrump/status/878019881353871360	2017-06-22T00:00:00Z
health-care-bill	Look forward to making it really special!	https://twitter.com/realDonaldTrump/status/878019881353871360	2017-06-22T00:00:00Z
health-care-bill	good	https://twitter.com/realDonaldTrump/status/887654816507408384	2017-07-19T00:00:00Z
health-care-bill	it will get even better at lunchtime	https://twitter.com/realDonaldTrump/status/887654816507408384	2017-07-19T00:00:00Z
the-apprentice	great show	https://twitter.com/realDonaldTrump/status/838016045222854656	2017-03-04T00:00:00Z
the-apprentice	wonderful	https://twitter.com/realDonaldTrump/status/961557382387167238	2018-02-08T00:00:00Z
the-apprentice	triumph	https://twitter.com/realDonaldTrump/status/961557382387167238	2018-02-08T00:00:00Z
green-card-warrior	a must read	https://twitter.com/realDonaldTrump/status/837633820417482754	2017-03-03T00:00:00Z
smithsonian-af-am-museum	A great job done by amazing people!	https://twitter.com/realDonaldTrump/status/834384982495940613	2017-02-22T00:00:00Z
keith-ellison	he was the one who predicted early that I would win!	https://twitter.com/realDonaldTrump/status/834377364947816448	2017-02-22T00:00:00Z
stephen-miller	Great job!	https://twitter.com/realDonaldTrump/status/830804130692268032	2017-02-12T00:00:00Z
shinzo-abe	Japan is very well represented!	https://twitter.com/realDonaldTrump/status/830555911559249926	2017-02-11T00:00:00Z
shinzo-abe	Very good talks!	https://twitter.com/realDonaldTrump/status/830558065715998726	2017-02-11T00:00:00Z
shinzo-abe	wonderful	https://twitter.com/realDonaldTrump/status/927059219370643456	2017-11-05T00:00:00Z
shinzo-abe-and-wife	They are a wonderful couple!	https://twitter.com/realDonaldTrump/status/830409522397184000	2017-02-11T00:00:00Z
brian-krzanich	great investment ($7 BILLION) in American INNOVATION and JOBS!	https://twitter.com/realDonaldTrump/status/829410107406614534	2017-02-08T00:00:00Z
bill-belichick	total winner	https://twitter.com/realDonaldTrump/status/828447350200926212	2017-02-06T00:00:00Z
bob-kraft	total winner	https://twitter.com/realDonaldTrump/status/828447350200926212	2017-02-06T00:00:00Z
ne-patriots	an amazing comeback and win	https://twitter.com/realDonaldTrump/status/828447350200926212	2017-02-06T00:00:00Z
ne-patriots	Wow!	https://twitter.com/realDonaldTrump/status/828447350200926212	2017-02-06T00:00:00Z
australia-prime-minister	very civil conversation	https://twitter.com/realDonaldTrump/status/827480386120929280	2017-02-03T00:00:00Z
australia-prime-minister	Very nice!	https://twitter.com/realDonaldTrump/status/827480386120929280	2017-02-03T00:00:00Z
ryan-owens	a great and brave man	https://twitter.com/realDonaldTrump/status/827115768202534913	2017-02-02T00:00:00Z
neil-gorsuch	a good and brilliant man, respected by all	https://twitter.com/realDonaldTrump/status/826637556787838976	2017-02-01T00:00:00Z
neil-gorsuch	He will be a great Justice	https://twitter.com/realDonaldTrump/status/850800045012201473	2017-04-08T00:00:00Z
neil-gorsuch	Very proud of him!	https://twitter.com/realDonaldTrump/status/850800045012201473	2017-04-08T00:00:00Z
meetings	Great meeting	https://twitter.com/realDonaldTrump/status/823939422743830528	2017-01-24T00:00:00Z
meetings	provide great healthcare to the American people	https://twitter.com/realDonaldTrump/status/836261209540288513	2017-02-27T00:00:00Z
meetings	great meeting	https://twitter.com/realDonaldTrump/status/842506649122279425	2017-03-16T00:00:00Z
meetings	Beautiful evening	https://twitter.com/realDonaldTrump/status/860153543151542272	2017-05-04T00:00:00Z
meetings	Great trilateral meeting	http://twitter.com/realDonaldTrump/status/883071945301868544	2017-07-06T00:00:00Z
meetings	Great bilateral meetings	https://twitter.com/realDonaldTrump/status/885579818875670528	2017-07-13T00:00:00Z
meetings	a love fest with standing ovations and great ideas for USA!	https://twitter.com/realDonaldTrump/status/923149793974775810	2017-10-25T00:00:00Z
meetings	Great	https://twitter.com/realDonaldTrump/status/925925920304779264	2017-11-02T00:00:00Z
meetings	great	https://twitter.com/realDonaldTrump/status/929655283181391874	2017-11-12T00:00:00Z
meetings	Great	https://twitter.com/realDonaldTrump/status/950012437788585985	2018-01-07T00:00:00Z
meetings	very productive	https://twitter.com/realDonaldTrump/status/950862709599465472	2018-01-09T00:00:00Z
meetings	Excellent preliminary meeting	https://twitter.com/realDonaldTrump/status/954478044487520257	2018-01-19T00:00:00Z
meetings	Great bilateral meeting	https://twitter.com/realDonaldTrump/status/956849981528379392	2018-01-26T00:00:00Z
obama-2012-inaug-ratings	very good ratings	https://twitter.com/realDonaldTrump/status/823151124815507460	2017-01-22T00:00:00Z
cia	great meeting	https://twitter.com/realDonaldTrump/status/823146987117772800	2017-01-22T00:00:00Z
cia	long standing ovations	https://twitter.com/realDonaldTrump/status/823146987117772800	2017-01-22T00:00:00Z
cia	amazing people	https://twitter.com/realDonaldTrump/status/823146987117772800	2017-01-22T00:00:00Z
inauguration-event	Great Concert	https://twitter.com/realDonaldTrump/status/822176438627536897	2017-01-19T00:00:00Z
inauguration-event	a very special evening!	https://twitter.com/realDonaldTrump/status/822242449053614081	2017-01-20T00:00:00Z
inauguration-event	a wonderful evening	https://twitter.com/realDonaldTrump/status/822298747421986828	2017-01-20T00:00:00Z
inauguration-event	wonderful evening	https://twitter.com/realDonaldTrump/status/822669114237943808	2017-01-21T00:00:00Z
the-alabama-band	great last night in D.C.	https://twitter.com/realDonaldTrump/status/821719763214880769	2017-01-18T00:00:00Z
mlk	great man	https://twitter.com/realDonaldTrump/status/820992721120854016	2017-01-16T00:00:00Z
steven-mcdonald	a real NYC hero	https://twitter.com/realDonaldTrump/status/819962894616064001	2017-01-13T00:00:00Z
linda-bean	great support and courage	https://twitter.com/realDonaldTrump/status/819541997325316096	2017-01-12T00:00:00Z
linda-bean	Buy L.L.Bean	https://twitter.com/realDonaldTrump/status/819541997325316096	2017-01-12T00:00:00Z
rupert-murdoch	a great guy	https://twitter.com/realDonaldTrump/status/818416446527172608	2017-01-09T00:00:00Z
rupert-murdoch	a very successful candidate	https://twitter.com/realDonaldTrump/status/818416446527172608	2017-01-09T00:00:00Z
rupert-murdoch	a very successful developer!	https://twitter.com/realDonaldTrump/status/818416446527172608	2017-01-09T00:00:00Z
britain	very special!	https://twitter.com/realDonaldTrump/status/817915516018892805	2017-01-08T00:00:00Z
jane-timken	a loyal Trump supporter & star	https://twitter.com/realDonaldTrump/status/817882028272128001	2017-01-07T00:00:00Z
steven-newhouse	a friend	https://twitter.com/realDonaldTrump/status/817374875962769408	2017-01-06T00:00:00Z
trump-inauguration	a GREAT SHOW!	https://twitter.com/realDonaldTrump/status/817341196251070464	2017-01-06T00:00:00Z
vladmir-putin	Great move on delay	https://twitter.com/realDonaldTrump/status/814919370711461890	2016-12-30T00:00:00Z
vladmir-putin	I always knew he was very smart!	https://twitter.com/realDonaldTrump/status/814919370711461890	2016-12-30T00:00:00Z
united-nations	has such great potential	https://twitter.com/realDonaldTrump/status/813500123053490176	2016-12-26T00:00:00Z
united-nations	Very happy and impressed with 15-0 United Nations vote	https://twitter.com/realDonaldTrump/status/894368024765059073	2017-08-07T00:00:00Z
us-military	really great	https://twitter.com/realDonaldTrump/status/811778176120668160	2016-12-22T00:00:00Z
us-military	Very impressive people!	https://twitter.com/realDonaldTrump/status/811778176120668160	2016-12-22T00:00:00Z
us-military	great	https://twitter.com/realDonaldTrump/status/850723509370327040	2017-04-08T00:00:00Z
us-military	BRAVE	https://twitter.com/realDonaldTrump/status/865957909565366272	2017-05-20T00:00:00Z
us-military	courageous men and women	https://twitter.com/realDonaldTrump/status/886036222308757504	2017-07-15T00:00:00Z
us-military	the best anywhere in the world	https://twitter.com/realDonaldTrump/status/886635676787232768	2017-07-16T00:00:00Z
us-military	GREAT	https://twitter.com/realDonaldTrump/status/926973117708296192	2017-11-05T00:00:00Z
us-military	great men and women	https://twitter.com/realDonaldTrump/status/927007332743172098	2017-11-05T00:00:00Z
us-military	GREAT	https://twitter.com/realDonaldTrump/status/927075137131896832	2017-11-05T00:00:00Z
us-military	INCREDIBLE	https://twitter.com/realDonaldTrump/status/927802776737984513	2017-11-07T00:00:00Z
us-military	AMAZING	https://twitter.com/realDonaldTrump/status/928793643367960576	2017-11-10T00:00:00Z
us-military	we love you!	https://twitter.com/realDonaldTrump/status/941789515248750592	2017-12-15T00:00:00Z
us-military	great	https://twitter.com/realDonaldTrump/status/954478044487520257	2018-01-19T00:00:00Z
us-military	great	https://twitter.com/realDonaldTrump/status/961368036782628864	2018-02-07T00:00:00Z
carlos-slim	the great businessman from Mexico	https://twitter.com/realDonaldTrump/status/811307169043849216	2016-12-20T00:00:00Z
carlos-slim	HE IS A GREAT GUY!	https://twitter.com/realDonaldTrump/status/811307169043849216	2016-12-20T00:00:00Z
made-in-the-usa	wonderful phrase	https://twitter.com/realDonaldTrump/status/810276411177107456	2016-12-18T00:00:00Z
jim-brown	great guy	https://twitter.com/realDonaldTrump/status/809097603010981888	2016-12-14T00:00:00Z
bill-gates	great guy	https://twitter.com/realDonaldTrump/status/809097603010981888	2016-12-14T00:00:00Z
rex-tillerson	one of the truly great business leaders of the world	https://twitter.com/realDonaldTrump/status/808638507161882624	2016-12-13T00:00:00Z
rex-tillerson	The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments	https://twitter.com/realDonaldTrump/status/808653723639697408	2016-12-13T00:00:00Z
rex-tillerson	He will be a star!	https://twitter.com/realDonaldTrump/status/827113926517194757	2017-02-02T00:00:00Z
rex-tillerson	our wonderful Secretary of State	https://twitter.com/realDonaldTrump/status/914497877543735296	2017-10-01T00:00:00Z
army-navy-football	fantastic	https://twitter.com/realDonaldTrump/status/807935995316408322	2016-12-11T00:00:00Z
army-navy-football	There is nothing like the spirit in that stadium	https://twitter.com/realDonaldTrump/status/807935995316408322	2016-12-11T00:00:00Z
army-navy-football	A wonderful experience	https://twitter.com/realDonaldTrump/status/807935995316408322	2016-12-11T00:00:00Z
army-navy-football	Great	https://twitter.com/realDonaldTrump/status/939642796289470464	2017-12-09T00:00:00Z
rudy-giuliani	one of the finest people I know	https://twitter.com/realDonaldTrump/status/807545243608420352	2016-12-10T00:00:00Z
rudy-giuliani	a former GREAT Mayor of N.Y.C.	https://twitter.com/realDonaldTrump/status/807545243608420352	2016-12-10T00:00:00Z
john-glenn	a great pioneer of air and space	https://twitter.com/realDonaldTrump/status/806970576359325696	2016-12-08T00:00:00Z
john-glenn	a hero	https://twitter.com/realDonaldTrump/status/806970576359325696	2016-12-08T00:00:00Z
john-kennedy	John will be a tremendous help to us in Washington	https://twitter.com/realDonaldTrump/status/805127720749383680	2016-12-03T00:00:00Z
carrier-employees	great workers	https://twitter.com/realDonaldTrump/status/804170300908781570	2016-12-01T00:00:00Z
carrier-employees	hard working and wonderful people	https://twitter.com/realDonaldTrump/status/804333771021570048	2016-12-01T00:00:00Z
david-petraeus	was very impressed!	https://twitter.com/realDonaldTrump/status/803343150907617284	2016-11-28T00:00:00Z
ben-carson	a greatly talented person who loves people!	https://twitter.com/realDonaldTrump/status/801110690387857408	2016-11-22T00:00:00Z
nigel-farange	He would do a great job!	https://twitter.com/realDonaldTrump/status/800887087780294656	2016-11-22T00:00:00Z
chuck-schumer	much smarter than Harry R, and actually, far more cunning	https://twitter.com/realDonaldTrump/status/800339165829283840	2016-11-20T00:00:00Z
chuck-schumer	gets things done!	https://twitter.com/realDonaldTrump/status/800339165829283840	2016-11-20T00:00:00Z
james-mattis	very impressive	https://twitter.com/realDonaldTrump/status/800332639844659201	2016-11-20T00:00:00Z
james-mattis	A true General's General!	https://twitter.com/realDonaldTrump/status/800332639844659201	2016-11-20T00:00:00Z
trump-cabinet	great men and women	https://twitter.com/realDonaldTrump/status/799742847310319616	2016-11-18T00:00:00Z
trump-cabinet	looking good	https://twitter.com/realDonaldTrump/status/819858926455967744	2017-01-13T00:00:00Z
trump-cabinet	doing a great job	https://twitter.com/realDonaldTrump/status/819858926455967744	2017-01-13T00:00:00Z
trump-cabinet	great team	https://twitter.com/realDonaldTrump/status/874373283919089664	2017-06-12T00:00:00Z
trump-cabinet	working tirelessly	https://twitter.com/realDonaldTrump/status/951184020150382592	2018-01-10T00:00:00Z
bill-ford	my friend	https://twitter.com/realDonaldTrump/status/799432403727028224	2016-11-18T00:00:00Z
trump-administration	going so smoothly	https://twitter.com/realDonaldTrump/status/798861300453539840	2016-11-16T00:00:00Z
trump-administration	working long hours and doing a fantastic job	https://twitter.com/realDonaldTrump/status/799232214793760768	2016-11-17T00:00:00Z
trump-administration	Great meetings	https://twitter.com/realDonaldTrump/status/801029194906038272	2016-11-22T00:00:00Z
trump-administration	great team	https://twitter.com/realDonaldTrump/status/888088029428150272	2017-07-20T00:00:00Z
trump-administration	a great team	https://twitter.com/realDonaldTrump/status/910101538336583680	2017-09-19T00:00:00Z
the-electoral-college	actually genius in that it brings all states, including the smaller ones, into play	https://twitter.com/realDonaldTrump/status/798521053551140864	2016-11-15T00:00:00Z
ohio	GREAT, GREAT, GREAT State	https://twitter.com/realDonaldTrump/status/797823553244712960	2016-11-13T00:00:00Z
ohio	The people of Ohio were incredible!	https://twitter.com/realDonaldTrump/status/797823553244712960	2016-11-13T00:00:00Z
ohio	People of Ohio are fantastic	https://twitter.com/realDonaldTrump/status/890069204082151424	2017-07-26T00:00:00Z
ohio	a great State	https://twitter.com/realDonaldTrump/status/890162144884514820	2017-07-26T00:00:00Z
george-h-w-bush	Very nice!	https://twitter.com/realDonaldTrump/status/797822192931262470	2016-11-13T00:00:00Z
george-h-w-bush	wonderful letter!	https://twitter.com/realDonaldTrump/status/821844875268255744	2017-01-18T00:00:00Z
george-w-bush	Very nice!	https://twitter.com/realDonaldTrump/status/797822192931262470	2016-11-13T00:00:00Z
jeb-bush	Very nice!	https://twitter.com/realDonaldTrump/status/797822192931262470	2016-11-13T00:00:00Z
mitt-romney	Very nice!	https://twitter.com/realDonaldTrump/status/797812630312382464	2016-11-13T00:00:00Z
barack-obama	Really good meeting	https://twitter.com/realDonaldTrump/status/796897928048766976	2016-11-11T00:00:00Z
barack-obama	great chemistry	https://twitter.com/realDonaldTrump/status/796897928048766976	2016-11-11T00:00:00Z
mike-ditka	a great guy	https://twitter.com/realDonaldTrump/status/795014711716757504	2016-11-05T00:00:00Z
darrell-issa	a very good man	https://twitter.com/realDonaldTrump/status/793524189240188928	2016-11-01T00:00:00Z
bobby-bowden	I hope I can do as well for Florida as you have done!	https://twitter.com/realDonaldTrump/status/790726388978515968	2016-10-25T00:00:00Z
the-truth	a beautiful weapon	https://twitter.com/realDonaldTrump/status/787320326573228032	2016-10-15T00:00:00Z
john-mccain	kind remarks on the important issue of PTSD	https://twitter.com/realDonaldTrump/status/783779512425119744	2016-10-05T00:00:00Z
john-mccain	So great	https://twitter.com/realDonaldTrump/status/889798407228989441	2017-07-25T00:00:00Z
john-mccain	Brave	https://twitter.com/realDonaldTrump/status/889798407228989441	2017-07-25T00:00:00Z
john-mccain	American hero!	https://twitter.com/realDonaldTrump/status/889798407228989441	2017-07-25T00:00:00Z
debate	I really enjoyed the debate last night	https://twitter.com/realDonaldTrump/status/780752274020761601	2016-09-27T00:00:00Z
debate	Very exciting!	https://twitter.com/realDonaldTrump/status/785527400528568320	2016-10-10T00:00:00Z
newt-gingrich	NICE!	https://twitter.com/realDonaldTrump/status/780637633890451456	2016-09-27T00:00:00Z
america	the world's great magnet for innovation and job creation	https://twitter.com/realDonaldTrump/status/780579728964980736	2016-09-27T00:00:00Z
america	has the greatest business people in the world	https://twitter.com/realDonaldTrump/status/788929804351385600	2016-10-20T00:00:00Z
america	GREAT NATION!	https://twitter.com/realDonaldTrump/status/894620077634592769	2017-08-07T00:00:00Z
america	great country	https://twitter.com/realDonaldTrump/status/898169407213645824	2017-08-17T00:00:00Z
america	May God Forever Bless the United States of America	https://twitter.com/realDonaldTrump/status/907311779331690496	2017-09-11T00:00:00Z
america	GREAT COUNTRY!	https://twitter.com/realDonaldTrump/status/912443607084404736	2017-09-25T00:00:00Z
america	I am so proud of our great Country	https://twitter.com/realDonaldTrump/status/915179824012042241	2017-10-03T00:00:00Z
america	great country!	https://twitter.com/realDonaldTrump/status/920606910109356032	2017-10-18T00:00:00Z
america	Our great country	https://twitter.com/realDonaldTrump/status/930744931609694208	2017-11-15T00:00:00Z
america	doing great!	https://twitter.com/realDonaldTrump/status/935493619204620288	2017-11-28T00:00:00Z
america	our great Country!	https://twitter.com/realDonaldTrump/status/935713791765110785	2017-11-29T00:00:00Z
america	GREATNESS	https://twitter.com/realDonaldTrump/status/942921051721338880	2017-12-19T00:00:00Z
america	a shining example to the world	https://twitter.com/realDonaldTrump/status/942921051721338880	2017-12-19T00:00:00Z
arnold-palmer	the King,	https://twitter.com/realDonaldTrump/status/780213717082529792	2016-09-26T00:00:00Z
arnold-palmer	There was no-one like him	https://twitter.com/realDonaldTrump/status/780213717082529792	2016-09-26T00:00:00Z
arnold-palmer	a true champion!	https://twitter.com/realDonaldTrump/status/780213717082529792	2016-09-26T00:00:00Z
arnold-palmer	He will be truly missed	https://twitter.com/realDonaldTrump/status/780213717082529792	2016-09-26T00:00:00Z
pat-mccrory	doing a tremendous job under tough circumstances	https://twitter.com/realDonaldTrump/status/779140534753435648	2016-09-23T00:00:00Z
apostle-w-t-jackson	very wonderful	https://twitter.com/realDonaldTrump/status/776213027989426176	2016-09-15T00:00:00Z
jim-gilmore	popular & successful	https://twitter.com/realDonaldTrump/status/774385288948817920	2016-09-09T00:00:00Z
jose-antonio-meade	brilliant finance minister	https://twitter.com/realDonaldTrump/status/773948120069615616	2016-09-08T00:00:00Z
jose-antonio-meade	wonderful man	https://twitter.com/realDonaldTrump/status/773948120069615616	2016-09-08T00:00:00Z
jose-antonio-meade	highly respected	https://twitter.com/realDonaldTrump/status/773948120069615616	2016-09-08T00:00:00Z
phyllis-schafly-book	I hope everybody can go out and get her latest book	https://twitter.com/realDonaldTrump/status/773140702972801024	2016-09-06T00:00:00Z
phyllis-schafly	truly great	https://twitter.com/realDonaldTrump/status/773113752271060992	2016-09-06T00:00:00Z
phyllis-schafly	honored me with her strong endorsement for president	https://twitter.com/realDonaldTrump/status/773113752271060992	2016-09-06T00:00:00Z
phyllis-schafly	was very special!	https://twitter.com/realDonaldTrump/status/773113752271060992	2016-09-06T00:00:00Z
phyllis-schafly	great	https://twitter.com/realDonaldTrump/status/773140702972801024	2016-09-06T00:00:00Z
phyllis-schafly	wonderful and truly respected woman	https://twitter.com/realDonaldTrump/status/774589019929866240	2016-09-10T00:00:00Z
arizona	Great State,  amazing people	https://twitter.com/realDonaldTrump/status/772571293438840832	2016-09-04T00:00:00Z
arizona	Great to be in Arizona yesterday!	https://twitter.com/realDonaldTrump/status/783779512425119744	2016-10-05T00:00:00Z
arizona	I love the Great State of Arizona	https://twitter.com/realDonaldTrump/status/900346953120141312	2017-08-23T00:00:00Z
ann-coulter-book	People are saying it's terrific - knowing Ann I am sure it is!	https://twitter.com/realDonaldTrump/status/767888297125355521	2016-08-23T00:00:00Z
billy-nungesser	so humbled by my time w/ you	https://twitter.com/realDonaldTrump/status/766805485466988544	2016-08-20T00:00:00Z
billy-nungesser	You are in our thoughts & prayers	https://twitter.com/realDonaldTrump/status/766805485466988544	2016-08-20T00:00:00Z
nypd	Great job today	https://twitter.com/realDonaldTrump/status/763557327295438848	2016-08-11T00:00:00Z
nypd	GREAT	https://twitter.com/realDonaldTrump/status/925833462426292226	2017-11-01T00:00:00Z
nypd	handled the terrible West Side attack so professionally!	https://twitter.com/realDonaldTrump/status/925833462426292226	2017-11-01T00:00:00Z
dan-bongino	fantastic in defending both the Second Amendment and me last night	https://twitter.com/realDonaldTrump/status/763391459110313984	2016-08-10T00:00:00Z
paul-nehlen	kind words, very much appreciated	https://twitter.com/realDonaldTrump/status/760255085561597952	2016-08-01T00:00:00Z
jens-stoltenberg	This is a general I will like!	https://twitter.com/realDonaldTrump/status/759513644258525184	2016-07-30T00:00:00Z
colorado	amazing	https://twitter.com/realDonaldTrump/status/759371377002553344	2016-07-30T00:00:00Z
reince-priebus	the tough one and the smart one	https://twitter.com/realDonaldTrump/status/757309616254545920	2016-07-24T00:00:00Z
reince-priebus	I am proud of him!	https://twitter.com/realDonaldTrump/status/891040645581873152	2017-07-28T00:00:00Z
reince-priebus	a really good and talented man	https://twitter.com/realDonaldTrump/status/923237600009342978	2017-10-25T00:00:00Z
reince-priebus	We’re proud of you Reince!	https://twitter.com/realDonaldTrump/status/923237600009342978	2017-10-25T00:00:00Z
flynn-book	I highly recommend the just out book	https://twitter.com/realDonaldTrump/status/756697615509688320	2016-07-23T00:00:00Z
cleveland	We love you and will be back many times!	https://twitter.com/realDonaldTrump/status/756477153986895872	2016-07-22T00:00:00Z
rnc	fantastic!	https://twitter.com/realDonaldTrump/status/756475847004057601	2016-07-22T00:00:00Z
bill-hemmer	was very nice in explaining the excitement and energy in the arena	https://twitter.com/realDonaldTrump/status/755746062204280833	2016-07-20T00:00:00Z
