"insult_slugs","quotes_vec","tweet","tweet_link","date"
"us-australia-refugee-deal","dumb deal!","Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!","https://twitter.com/realDonaldTrump/status/827002559122567168",2017-02-02 03:55:49
"scotus-rally","mic did not work","Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!","https://twitter.com/realDonaldTrump/status/826390034693623809",2017-01-31 11:21:52
"scotus-rally","a mess,","Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!","https://twitter.com/realDonaldTrump/status/826390034693623809",2017-01-31 11:21:52
"refugee-crisis-in-europe","a horrible mess!","Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!","https://twitter.com/realDonaldTrump/status/825692045532618753",2017-01-29 13:08:18
"chelsea-manning","Ungrateful TRAITOR","Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!","https://twitter.com/realDonaldTrump/status/824573698774601729",2017-01-26 11:04:24
"chelsea-manning","should never have been released from prison","Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!","https://twitter.com/realDonaldTrump/status/824573698774601729",2017-01-26 11:04:24
"chelsea-manning","Terrible!","Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!","https://twitter.com/realDonaldTrump/status/824573698774601729",2017-01-26 11:04:24
"chicago","If Chicago doesn't fix the horrible carnage going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!","If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!","https://twitter.com/realDonaldTrump/status/824080766288228352",2017-01-25 02:25:40
"today-show","doing so badly compared to its glorious past","No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!","https://twitter.com/realDonaldTrump/status/821705440178348033",2017-01-18 13:06:58
"today-show","Little credibility!","No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!","https://twitter.com/realDonaldTrump/status/821705440178348033",2017-01-18 13:06:58
"nbc","biased","No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!","https://twitter.com/realDonaldTrump/status/821705440178348033",2017-01-18 13:06:58
"pollsters","did the phony election polls","The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.","https://twitter.com/realDonaldTrump/status/821344302651555840",2017-01-17 13:11:56
"pollsters","were so wrong","The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.","https://twitter.com/realDonaldTrump/status/821344302651555840",2017-01-17 13:11:56
"pollsters","rigged","The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.","https://twitter.com/realDonaldTrump/status/821344302651555840",2017-01-17 13:11:56
"john-brennan","Not good!","much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?","https://twitter.com/realDonaldTrump/status/820789938887294977",2017-01-16 00:29:05
"john-lewis","should spend more time on fixing and helping his district, which is in horrible shape and falling apart","Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......","https://twitter.com/realDonaldTrump/status/820251730407473153",2017-01-14 12:50:26
"john-lewis","All talk, talk, talk - no action or results","mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!","https://twitter.com/realDonaldTrump/status/820255947956383744",2017-01-14 13:07:12
"john-lewis","Sad!","mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!","https://twitter.com/realDonaldTrump/status/820255947956383744",2017-01-14 13:07:12
"trump-report","FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!","FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!","https://twitter.com/realDonaldTrump/status/818990655418617856",2017-01-11 01:19:23
"trump-report","Very unfair!","Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!","https://twitter.com/realDonaldTrump/status/819155311793700865",2017-01-11 12:13:40
"trump-report","fake news","Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?","https://twitter.com/realDonaldTrump/status/819164172781060096",2017-01-11 12:48:52
"trump-report","false and fictitious","James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!","https://twitter.com/realDonaldTrump/status/819520238446411777",2017-01-12 12:23:45
"trump-report","illegally circulated","James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!","https://twitter.com/realDonaldTrump/status/819520238446411777",2017-01-12 12:23:45
"trump-report","Made up, phony facts","James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!","https://twitter.com/realDonaldTrump/status/819520238446411777",2017-01-12 12:23:45
"trump-report","Totally made up facts by sleazebag political operatives","Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...","https://twitter.com/realDonaldTrump/status/819864373988573184",2017-01-13 11:11:13
"meryl-streep","one of the most over-rated actresses in Hollywood","Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....","https://twitter.com/realDonaldTrump/status/818419002548568064",2017-01-09 11:27:50
"meryl-streep","Hillary flunky who lost big","Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......","https://twitter.com/realDonaldTrump/status/818421066859167746",2017-01-09 11:36:02
"arnold-schwarzenegger","got swamped (or destroyed) by comparison","Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for....","https://twitter.com/realDonaldTrump/status/817348644647108609",2017-01-06 12:34:37
"chuck-schumer","clown","The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..","https://twitter.com/realDonaldTrump/status/816977032433270784",2017-01-05 11:57:57
"chuck-schumer","Fake Tears Chuck Schumer","Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!","https://twitter.com/realDonaldTrump/status/826390034693623809",2017-01-31 11:21:52
"democratic-national-committee","so careless","Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!","https://twitter.com/realDonaldTrump/status/816620855958601730",2017-01-04 12:22:38
"democratic-national-committee","why did they not have 'hacking defense' like the RNC has","Somebody hacked the DNC but why did they not have ""hacking defense"" like the RNC has and why have they not responded to the terrible......","https://twitter.com/realDonaldTrump/status/816637064708030464",2017-01-04 13:27:03
"democratic-national-committee","Gross negligence","Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!","https://twitter.com/realDonaldTrump/status/817579925771341825",2017-01-07 03:53:38
"democratic-national-committee","poorly defended","Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!","https://twitter.com/realDonaldTrump/status/817703208567078913",2017-01-07 12:03:31
"united-nations","has such great potential but right now it is just a club for people to get together, talk and have a good time","The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!","https://twitter.com/realDonaldTrump/status/813500123053490176",2016-12-26 21:41:58
"united-nations","So sad!","The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!","https://twitter.com/realDonaldTrump/status/813500123053490176",2016-12-26 21:41:58
"f35-program","out of control","The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.","https://twitter.com/realDonaldTrump/status/808301935728230404",2016-12-12 13:26:13
"nbc-nightly-news","So biased, inaccurate and bad","Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!","https://twitter.com/realDonaldTrump/status/808114703922843649",2016-12-12 01:02:14
"nbc-nightly-news","Just can't get much worse","Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!","https://twitter.com/realDonaldTrump/status/808114703922843649",2016-12-12 01:02:14
"united-steelworkers","If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana","If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues","https://twitter.com/realDonaldTrump/status/806678853305384960",2016-12-08 01:56:40
"chuck-jones","has done a terrible job representing workers","Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!","https://twitter.com/realDonaldTrump/status/806660011904614408",2016-12-08 00:41:48
"chuck-jones","No wonder companies flee country!","Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!","https://twitter.com/realDonaldTrump/status/806660011904614408",2016-12-08 00:41:48
"new-air-force-one","costs are out of control","Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!","https://twitter.com/realDonaldTrump/status/806134244384899072",2016-12-06 13:52:35
"new-air-force-one","Cancel order!","Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!","https://twitter.com/realDonaldTrump/status/806134244384899072",2016-12-06 13:52:35
"pa-recount","Just a Stein scam to raise money!","The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!","https://twitter.com/realDonaldTrump/status/805486509914779649",2016-12-04 18:58:43
"rexnord","rather viciously firing all of its 300 workers","Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!","https://twitter.com/realDonaldTrump/status/804884532671430658",2016-12-03 03:06:41
"jeff-zeleny","bad reporter","""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter.","https://twitter.com/realDonaldTrump/status/803423203620245504",2016-11-29 02:19:53
"wisconsin-recount","scam to fill up their coffers","The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems","https://twitter.com/realDonaldTrump/status/802671162383802368",2016-11-27 00:31:32
"wisconsin-recount","Scam!","The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!","https://twitter.com/realDonaldTrump/status/808456602076545025",2016-12-12 23:40:48
"hamilton","highly overrated","The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior","https://twitter.com/realDonaldTrump/status/800298286204723200",2016-11-20 11:22:34
"brandon-victor-dixon","Very rude and insulting","Very rude and insulting of Hamilton cast member to treat our great future V.P. Mike Pence to a theater lecture.Couldn't even memorize lines!","http://twitter.com/realDonaldTrump/status/800134631467012096",2016-11-20 00:32:16
"brandon-victor-dixon","Couldn't even memorize lines!","Very rude and insulting of Hamilton cast member to treat our great future V.P. Mike Pence to a theater lecture.Couldn't even memorize lines!","http://twitter.com/realDonaldTrump/status/800134631467012096",2016-11-20 00:32:16
"hamilton-cast","very rude","The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!","https://twitter.com/realDonaldTrump/status/799974635274194947",2016-11-19 13:56:30
"hamilton-cast","should immediately apologize to Mike Pence for their terrible behavior","The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior","https://twitter.com/realDonaldTrump/status/800298286204723200",2016-11-20 11:22:34
"donna-brazile","Totally dishonest","Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
 Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX","https://twitter.com/realDonaldTrump/status/788959791179767808",2016-10-20 04:27:27
"donna-brazile","chokes on the truth","Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
 Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX","https://twitter.com/realDonaldTrump/status/788959791179767808",2016-10-20 04:27:27
"clinton-foundation","a CRIMINAL ENTERPRISE","Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp! https://t.co/89eOMTsIjt #BigLeagueTruth #Debate","https://twitter.com/realDonaldTrump/status/788923410353008640",2016-10-20 02:02:53
"vandals-in-nc","Animals","Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP","https://twitter.com/realDonaldTrump/status/787782613633208320",2016-10-16 22:29:46
"alec-baldwin","portrayal stinks","Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!","https://twitter.com/realDonaldTrump/status/787612552654155776",2016-10-16 11:14:00
"alec-baldwin","impersonation just can't get any worse","Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad","https://twitter.com/realDonaldTrump/status/805278955150471168",2016-12-04 05:13:58
"2016-election","is being rigged","This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!","https://twitter.com/realDonaldTrump/status/787258211283918848",2016-10-15 11:45:58
"2016-election","rigged","Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election","https://twitter.com/realDonaldTrump/status/787267564405653505",2016-10-15 12:23:08
"2016-election","being rigged by the media, in a coordinated effort with the Clinton campaign","Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!","https://twitter.com/realDonaldTrump/status/787632098794467328",2016-10-16 12:31:40
"2016-election","absolutely being rigged","The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD","https://twitter.com/realDonaldTrump/status/787699930718695425",2016-10-16 17:01:12
"2016-election","media-rigged","Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r","https://twitter.com/realDonaldTrump/status/788149137820614657",2016-10-17 22:46:12
"womens-assault-allegations","100% fabricated","100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!","https://twitter.com/realDonaldTrump/status/787244543003467776",2016-10-15 10:51:40
"womens-assault-allegations","made-up","100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!","https://twitter.com/realDonaldTrump/status/787244543003467776",2016-10-15 10:51:40
"womens-assault-allegations","pushed strongly by the media and the Clinton Campaign","100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!","https://twitter.com/realDonaldTrump/status/787244543003467776",2016-10-15 10:51:40
"womens-assault-allegations","may poison the minds of the American Voter","100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!","https://twitter.com/realDonaldTrump/status/787244543003467776",2016-10-15 10:51:40
"womens-assault-allegations","Totally made up nonsense to steal the election","Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!","https://twitter.com/realDonaldTrump/status/787359730465329152",2016-10-15 18:29:22
"womens-assault-allegations","made up events THAT NEVER HAPPENED","Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!","https://twitter.com/realDonaldTrump/status/787618207444131840",2016-10-16 11:36:28
"womens-assault-allegations","totally phoney","Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!","https://twitter.com/realDonaldTrump/status/787990502415167488",2016-10-17 12:15:50
"womens-assault-allegations","100% made up","Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!","https://twitter.com/realDonaldTrump/status/787990502415167488",2016-10-17 12:15:50
"womens-assault-allegations","already proven false","Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!","https://twitter.com/realDonaldTrump/status/787990502415167488",2016-10-17 12:15:50
"paul-ryan","very weak","Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.","https://twitter.com/realDonaldTrump/status/785828772423561216",2016-10-11 13:05:53
"paul-ryan","ineffective","Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.","https://twitter.com/realDonaldTrump/status/785828772423561216",2016-10-11 13:05:53
"paul-ryan","disloyal","Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.","https://twitter.com/realDonaldTrump/status/785828772423561216",2016-10-11 13:05:53
"paul-ryan","always fighting the Republican nominee!","The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan, always fighting the Republican nominee!","https://twitter.com/realDonaldTrump/status/787756849453989889",2016-10-16 20:47:23
"paul-ryan","doesn't know how to win","Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc.","https://twitter.com/realDonaldTrump/status/787758668565581824",2016-10-16 20:54:37
"paul-ryan","does zilch!","Wow, interview released by Wikileakes shows ""quid pro quo"" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!","https://twitter.com/realDonaldTrump/status/787779039079624704",2016-10-16 22:15:33
"debate-microphone","really bad","I won the debate if you decide without watching the totally one-sided ""spin"" that followed. This despite the really bad microphone.","https://twitter.com/realDonaldTrump/status/782313153308884992",2016-10-01 20:16:05
"debate-microphone","very bad","The so-called Commission on Presidential Debates admitted to us that the DJT audio &amp; sound level was very bad. So why didn't they fix it?","https://twitter.com/realDonaldTrump/status/782321125984436224",2016-10-01 20:47:45
"usa-today","will lose readers!","The people are really smart in cancelling subscriptions to the Dallas &amp; Arizona papers &amp; now USA Today will lose readers! The people get it!","https://twitter.com/realDonaldTrump/status/781861632167256064",2016-09-30 14:21:54
"alicia-machado","my worst Miss U.","Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!","https://twitter.com/realDonaldTrump/status/781784161044553728",2016-09-30 09:14:03
"alicia-machado","a con","Using Alicia M in the debate as a paragon of virtue just shows that Crooked Hillary suffers from BAD JUDGEMENT! Hillary was set up by a con.","https://twitter.com/realDonaldTrump/status/781785509639118848",2016-09-30 09:19:25
"alicia-machado","disgusting (check out sex tape and past)","Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?","https://twitter.com/realDonaldTrump/status/781788223055994880",2016-09-30 09:30:11
"mark-cuban","dopey","If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!","https://twitter.com/realDonaldTrump/status/779729180334387200",2016-09-24 17:08:17
"maureen-dowd","Wacky","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","https://twitter.com/realDonaldTrump/status/777197604887113728",2016-09-17 17:28:43
"maureen-dowd","hardly knows me","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","https://twitter.com/realDonaldTrump/status/777197604887113728",2016-09-17 17:28:43
"maureen-dowd","makes up things that I never said","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","https://twitter.com/realDonaldTrump/status/777197604887113728",2016-09-17 17:28:43
"maureen-dowd","boring interviews and column","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","https://twitter.com/realDonaldTrump/status/777197604887113728",2016-09-17 17:28:43
"maureen-dowd","A neurotic dope!","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","https://twitter.com/realDonaldTrump/status/777197604887113728",2016-09-17 17:28:43
"maureen-dowd","Crazy","Crazy Maureen Dowd, the wacky columnist for the failing @nytimes, pretends she knows me well--wrong!","https://twitter.com/realDonaldTrump/status/777197786039103488",2016-09-17 17:29:26
"maureen-dowd","wacky","Crazy Maureen Dowd, the wacky columnist for the failing @nytimes, pretends she knows me well--wrong!","https://twitter.com/realDonaldTrump/status/777197786039103488",2016-09-17 17:29:26
"maureen-dowd","pretends she knows me well--wrong!","Crazy Maureen Dowd, the wacky columnist for the failing @nytimes, pretends she knows me well--wrong!","https://twitter.com/realDonaldTrump/status/777197786039103488",2016-09-17 17:29:26
"cnn-panelists","Boring",".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!","https://twitter.com/realDonaldTrump/status/777133433915002880",2016-09-17 13:13:43
"cnn-panelists","mostly losers in life!",".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!","https://twitter.com/realDonaldTrump/status/777133433915002880",2016-09-17 13:13:43
"cnn-panelists","a joke","Wow, @CNN is so negative. Their panel is a joke, biased and very dumb. I'm turning to @FoxNews where we get a fair shake! Mike will do great","https://twitter.com/realDonaldTrump/status/783459936361512960",2016-10-05 00:12:59
"cnn-panelists","biased","Wow, @CNN is so negative. Their panel is a joke, biased and very dumb. I'm turning to @FoxNews where we get a fair shake! Mike will do great","https://twitter.com/realDonaldTrump/status/783459936361512960",2016-10-05 00:12:59
"cnn-panelists","very dumb","Wow, @CNN is so negative. Their panel is a joke, biased and very dumb. I'm turning to @FoxNews where we get a fair shake! Mike will do great","https://twitter.com/realDonaldTrump/status/783459936361512960",2016-10-05 00:12:59
"robert-gates","knows nothing about me","I never met former Defense Secretary Robert Gates. He knows nothing about me. But look at the results under his guidance - a total disaster!","https://twitter.com/realDonaldTrump/status/777112789672341504",2016-09-17 11:51:41
"robert-gates","a total disaster!","I never met former Defense Secretary Robert Gates. He knows nothing about me. But look at the results under his guidance - a total disaster!","https://twitter.com/realDonaldTrump/status/777112789672341504",2016-09-17 11:51:41
"robert-gates","never liked","Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.","https://twitter.com/realDonaldTrump/status/777284744253812740",2016-09-17 23:14:58
"robert-gates","dopey","Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.","https://twitter.com/realDonaldTrump/status/777284744253812740",2016-09-17 23:14:58
"robert-gates","Always speaks badly of his many bosses","Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.","https://twitter.com/realDonaldTrump/status/777284744253812740",2016-09-17 23:14:58
"colin-powell","I was never a fan","I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!","https://twitter.com/realDonaldTrump/status/776269061823074304",2016-09-15 03:59:01
"colin-powell","weak understanding of weapons of mass destruction in Iraq","I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!","https://twitter.com/realDonaldTrump/status/776269061823074304",2016-09-15 03:59:01
"tony-schwartz","Dummy writer","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!","https://twitter.com/realDonaldTrump/status/774484342030602240",2016-09-10 05:47:11
"tony-schwartz","wanted to do a second book with me for years (I said no)","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!","https://twitter.com/realDonaldTrump/status/774484342030602240",2016-09-10 05:47:11
"tony-schwartz","a hostile basket case who feels jilted!","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!","https://twitter.com/realDonaldTrump/status/774484342030602240",2016-09-10 05:47:11
"tony-schwartz","hardly knows me","I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!","https://twitter.com/realDonaldTrump/status/774487060384276480",2016-09-10 05:57:59
"tony-schwartz","Never liked his style","I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!","https://twitter.com/realDonaldTrump/status/774487060384276480",2016-09-10 05:57:59
"tony-schwartz","Irrelevant dope!","I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!","https://twitter.com/realDonaldTrump/status/774487060384276480",2016-09-10 05:57:59
"bakari-sellers","failed @CNN announcer","Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed @CNN announcer Bakari Sellers, so badly. Funny!","https://twitter.com/realDonaldTrump/status/774299479155544064",2016-09-09 17:32:36
"jeff-zucker","failed @NBC and he is now failing @CNN","Jeff Zucker failed @NBC and he is now failing @CNN.","https://twitter.com/realDonaldTrump/status/774256782290128896",2016-09-09 14:42:56
"cnn-trump-documentary","a total waste of time","The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!","https://twitter.com/realDonaldTrump/status/774097705513517057",2016-09-09 04:10:49
"cnn-trump-documentary","A joke!","The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!","https://twitter.com/realDonaldTrump/status/774097705513517057",2016-09-09 04:10:49
"rodrigo-duterte","Terrible!","China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!","https://twitter.com/realDonaldTrump/status/773116580733587456",2016-09-06 11:12:11
"jeff-flake","weak","The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration.","https://twitter.com/realDonaldTrump/status/772556213313765377",2016-09-04 22:05:29
"jeff-flake","a very weak and ineffective Senator","The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!","https://twitter.com/realDonaldTrump/status/772571293438840832",2016-09-04 23:05:24
"jeff-flake","Sad!","The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!","https://twitter.com/realDonaldTrump/status/772571293438840832",2016-09-04 23:05:24
"jeff-flake","Really sad","Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!","https://twitter.com/realDonaldTrump/status/774637168769830912",2016-09-10 15:54:27
"donny-deutsch","a big failure in TV","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!","http://twitter.com/realDonaldTrump/status/767528750749810688",2016-08-22 01:08:08
"donny-deutsch","Irrelevant!","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!","http://twitter.com/realDonaldTrump/status/767528750749810688",2016-08-22 01:08:08
"pundits","poor, pathetic people","I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!","https://twitter.com/realDonaldTrump/status/764064821000056832",2016-08-12 11:43:43
"don-lemon","a lightweight",".@dbongino You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock","https://twitter.com/realDonaldTrump/status/763391459110313984",2016-08-10 15:08:01
"don-lemon","dumb as a rock",".@dbongino You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock","https://twitter.com/realDonaldTrump/status/763391459110313984",2016-08-10 15:08:01
"washington-insiders","have made U.S. a mess!","I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!","https://twitter.com/realDonaldTrump/status/762981606755856384",2016-08-09 11:59:25
"michael-morell","lightweight","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!","https://twitter.com/realDonaldTrump/status/762425371874557952",2016-08-07 23:09:08
"michael-morell","has made serious bad calls","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!","https://twitter.com/realDonaldTrump/status/762425371874557952",2016-08-07 23:09:08
"michael-morell","a total Clinton flunky!","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!","https://twitter.com/realDonaldTrump/status/762425371874557952",2016-08-07 23:09:08
